customer_id,email,first_name,last_name,city,state,registration_date,customer_segment
CUST-000298,farmstrong@example.org,Brian,Smith,West Madisonfort,ID,2024-05-03,Standard
CUST-000299,georgecarter@example.org,Thomas,Wilson,Ruizview,CO,2025-06-06,Standard
CUST-000300,ylopez@example.com,Jacob,Williams,Marshallbury,MP,2024-09-06,Premium
CUST-000301,hernandezheather@example.org,Christopher,Cooper,Arellanoshire,IN,2025-04-02,Premium
CUST-000302,acardenas@example.net,Gloria,Mayer,South Kent,MO,2025-12-13,Standard
CUST-000303,shawrachel@example.net,Erica,Oliver,Port Shaneburgh,IL,2025-10-05,Basic
CUST-000304,bradmiller@example.net,Ryan,Osborn,Port Brooke,MD,2025-12-19,Premium
CUST-000305,millerangela@example.net,Mark,Hill,Starktown,WY,2025-07-19,Premium
CUST-000306,jrodriguez@example.org,Ashley,Aguilar,North Annaville,WY,2024-09-19,Basic
CUST-000307,natalie46@example.net,Todd,Lynch,East Joshuaberg,RI,2025-05-12,Basic
CUST-000308,vwilliams@example.net,John,Reese,Pennytown,MA,2025-10-12,Premium
CUST-000309,larry71@example.org,Dennis,Mccann,Schroedermouth,KY,2025-08-08,Premium
CUST-000310,lopezjason@example.com,Joyce,Malone,Lorihaven,WY,2024-06-18,Premium
CUST-000311,jenna62@example.net,Natasha,Johnson,Port James,AR,2024-08-23,Premium
CUST-000312,xwilliams@example.net,James,Richardson,Wagnerville,TX,2024-03-16,Standard
CUST-000313,tracy72@example.com,Brenda,Bailey,Port Patricia,WA,2025-10-22,Standard
CUST-000314,mitchellpaul@example.org,Melissa,Chan,Port Jeffrey,IN,2025-07-02,Standard
CUST-000315,denise80@example.net,Alan,Buck,New Lauren,IN,2024-08-25,Premium
CUST-000316,jennifer46@example.com,Melissa,Stevens,South Kevin,NC,2025-10-17,Standard
CUST-000317,asilva@example.net,Yvonne,Levy,Annaport,ME,2025-07-07,Premium
CUST-000318,rbrown@example.net,Mark,Hill,Jacobhaven,WV,2024-08-16,Premium
CUST-000319,trujilloleah@example.net,Richard,Flores,Lake Anthony,NM,2026-02-21,Standard
CUST-000320,rebecca66@example.net,Austin,Erickson,West Jessica,IN,2025-07-08,Premium
CUST-000321,qknox@example.com,William,Bruce,West Connor,DC,2025-08-17,Standard
CUST-000322,staceylam@example.net,Christopher,Kelly,Robertmouth,MN,2024-08-31,Standard
CUST-000323,steven17@example.org,Michelle,Silva,South Pamelahaven,DE,2025-11-18,Standard
CUST-000324,amoreno@example.org,Monica,Hernandez,West Robert,OK,2025-12-06,Standard
CUST-000325,tthomas@example.org,Kimberly,Freeman,West Cynthia,AL,2025-01-18,Standard
CUST-000326,kathleenjackson@example.org,Tracy,Gallagher,East Christinachester,MO,2025-01-01,Basic
CUST-000327,creyes@example.net,James,Watson,West Katherinehaven,ID,2024-03-07,Basic
CUST-000328,simsjohn@example.net,Natalie,Collins,South Wesleyport,GA,2024-04-10,Basic
CUST-000329,evanskelly@example.net,Abigail,Warren,Barronberg,MA,2026-02-20,Basic
CUST-000330,mhoward@example.org,Stacy,Hull,Smithbury,VA,2026-02-11,Basic
CUST-000331,jessicalawrence@example.org,David,Dawson,South Nancyview,WI,2025-03-19,Standard
CUST-000332,wheelerbrandon@example.org,Desiree,Smith,South Seanville,OH,2024-08-25,Premium
CUST-000333,jamiejennings@example.org,Kevin,Stanley,Cindyberg,MT,2025-10-22,Premium
CUST-000334,huntchristine@example.com,Daniel,Rodriguez,New James,KS,2025-10-22,Standard
CUST-000335,michaelortiz@example.org,Benjamin,Crawford,Lake Sarah,MA,2024-08-12,Premium
CUST-000336,powersrebecca@example.net,Elizabeth,Hernandez,Port Williamville,MH,2024-08-28,Premium
CUST-000337,stephenmadden@example.com,Steven,Garcia,Port Benjamin,LA,2024-11-12,Basic
CUST-000338,ronald11@example.org,Alec,Taylor,West Michael,NV,2026-01-21,Basic
CUST-000339,natalie15@example.com,Ian,Morales,Nelsonfurt,UT,2025-11-05,Basic
CUST-000340,zbanks@example.org,Daniel,Horton,Port Erikchester,PW,2025-04-29,Premium
CUST-000341,ywhite@example.com,Cheryl,Huffman,South Samantha,DE,2025-12-02,Basic
CUST-000342,qwilliams@example.net,Leon,Bush,Lake Morgan,NC,2025-03-11,Standard
CUST-000343,reynoldsjessica@example.com,Michael,Rhodes,Hernandezside,MH,2026-02-14,Premium
CUST-000344,smithsarah@example.net,Melinda,Christian,North Karen,MD,2024-08-17,Premium
CUST-000345,brent38@example.net,Nicholas,Montoya,South Seanshire,NV,2024-04-27,Basic
CUST-000346,hwest@example.com,Julie,Smith,Gutierrezside,OH,2024-02-23,Standard
CUST-000347,connersylvia@example.net,Kevin,Romero,Lake Emily,MA,2024-11-14,Basic
CUST-000348,velasquezmegan@example.com,Ann,Harvey,Moranstad,VT,2025-01-18,Basic
CUST-000349,malonejeffrey@example.com,Michael,Schultz,Amystad,UT,2024-05-10,Premium
CUST-000350,travisunderwood@example.net,Jennifer,Rodriguez,East David,PR,2024-12-06,Premium
CUST-000351,msummers@example.net,Matthew,Sherman,Lake Maryshire,DE,2025-09-09,Basic
CUST-000352,lellis@example.net,Dennis,Porter,New Savannahshire,NJ,2025-12-29,Premium
CUST-000353,heatherthompson@example.org,Dale,Sandoval,Williamfurt,MT,2026-02-08,Premium
CUST-000354,joshuastuart@example.com,Shawn,Anderson,Morrisonhaven,ME,2025-10-31,Premium
CUST-000355,jennifer83@example.org,Jason,Klein,Samanthaberg,VT,2025-06-12,Basic
CUST-000356,williambenson@example.com,Jennifer,Hodges,Aguilarchester,TX,2025-08-22,Premium
CUST-000357,natalie60@example.net,Daniel,James,Lake Brianview,WV,2025-09-19,Basic
CUST-000358,frances20@example.net,Kristen,Harris,West Lisaville,RI,2025-11-18,Premium
CUST-000359,juliahoffman@example.org,William,Robles,Heatherton,MS,2024-12-02,Standard
CUST-000360,tammy00@example.net,John,Oliver,Greerstad,WV,2025-04-28,Premium
CUST-000361,kimberlybrandt@example.com,Shane,Lucero,East Sydneyhaven,DE,2024-11-24,Basic
CUST-000362,qramirez@example.org,Eugene,Singleton,West Stevenberg,AZ,2024-06-14,Premium
CUST-000363,candice94@example.com,Kristy,Pierce,Port Jasminehaven,IN,2026-01-22,Basic
CUST-000364,hartmanerik@example.net,Amanda,Davis,East Elizabeth,MA,2024-11-12,Basic
CUST-000365,stephaniemontgomery@example.com,Wendy,Colon,North Elizabethmouth,IA,2025-12-15,Premium
CUST-000366,susanfleming@example.com,Patrick,Hogan,South Jonathanport,AK,2025-12-20,Basic
CUST-000367,willie87@example.com,Bradley,Villanueva,West Willie,CT,2024-06-24,Premium
CUST-000368,simsjason@example.net,Kim,Hancock,Houstonborough,ND,2025-10-20,Standard
CUST-000369,elucas@example.net,Gina,Johnson,Benjaminland,AR,2024-07-02,Basic
CUST-000370,angela93@example.com,Rickey,Hayes,Hamiltontown,MS,2025-06-29,Basic
CUST-000371,maychristine@example.net,Brenda,Haynes,West Sarahville,LA,2025-09-20,Basic
CUST-000372,catherine47@example.com,Randall,Guerrero,Moorebury,DC,2025-08-21,Basic
CUST-000373,susan24@example.net,Olivia,Sanford,Susantown,OH,2025-11-23,Standard
CUST-000374,davidsmith@example.net,Phillip,Kelley,West Jasonstad,IL,2024-12-20,Standard
CUST-000375,eugenewalker@example.com,James,White,Port Karenside,NH,2025-06-08,Premium
CUST-000376,robertscarlos@example.org,James,Carpenter,Michaelbury,CT,2024-09-18,Basic
CUST-000377,mcculloughlouis@example.com,Mark,Hopkins,New Ashley,AS,2024-10-11,Basic
CUST-000378,ujackson@example.org,Kristen,Joseph,Hillstad,DC,2025-07-03,Standard
CUST-000379,natalie77@example.com,Kim,Tucker,East Debbieland,MP,2024-09-15,Premium
CUST-000380,patriciagonzalez@example.net,Olivia,Jones,North Melissatown,GU,2025-04-23,Standard
CUST-000381,nhammond@example.org,Andrea,Stephens,Valdezberg,MN,2024-12-05,Standard
CUST-000382,dennis88@example.org,Randy,Shaw,Port Tamara,RI,2025-07-07,Premium
CUST-000383,seanwhite@example.net,Donna,Faulkner,Crosbyton,IN,2025-09-01,Basic
CUST-000384,bryanwood@example.org,Elizabeth,Holmes,Paulmouth,FM,2024-03-27,Basic
CUST-000385,dakota84@example.net,Jose,Stephens,South Desiree,MN,2025-04-27,Standard
CUST-000386,blacknicholas@example.org,Zachary,Gomez,Tommyfort,FM,2025-05-09,Standard
CUST-000387,scotthall@example.net,Dawn,Lewis,East Michael,VT,2025-10-12,Standard
CUST-000388,robertrivera@example.org,Timothy,Mendoza,New Evan,MP,2024-12-19,Premium
CUST-000389,bradleyberry@example.org,Dennis,Hunt,North Gabriel,HI,2025-03-06,Premium
CUST-000390,kgreene@example.net,Andrew,Ball,Staceyborough,NV,2025-05-11,Standard
CUST-000391,kdillon@example.org,Maria,Burke,New Donna,KS,2024-06-24,Basic
CUST-000392,sandra99@example.org,Jerry,Cruz,North Jameshaven,TX,2024-12-25,Basic
CUST-000393,catherinethompson@example.net,Carol,Rich,North Timothyberg,MH,2025-05-09,Premium
CUST-000394,princekimberly@example.net,Ryan,Fisher,Lake Alyssabury,AS,2025-02-09,Premium
CUST-000395,zbell@example.net,Rebecca,Hood,South Dennisfort,WI,2024-08-10,Basic
CUST-000396,campbellnancy@example.com,Jonathan,Smith,New Alexandrahaven,AL,2024-11-23,Premium
CUST-000397,gwendolynstewart@example.com,Daniel,Simmons,Joseside,NE,2025-04-10,Basic
CUST-000398,victoria63@example.com,Andrea,Grant,West Angie,NJ,2024-08-26,Standard
CUST-000399,becky62@example.net,David,Hall,North Jason,MO,2025-09-19,Premium
CUST-000400,martintamara@example.org,Linda,Morrow,Frostchester,CO,2024-04-09,Standard
CUST-000401,nathanlynch@example.net,Patrick,Joyce,Jenniferton,WI,2025-10-14,Premium
CUST-000402,mgonzales@example.net,Sarah,Holmes,North Kristen,NY,2025-03-06,Premium
CUST-000403,christinacraig@example.com,John,Smith,North Wendy,WI,2024-12-10,Standard
CUST-000404,msullivan@example.net,Alexis,Padilla,New Justinside,PW,2025-04-24,Standard
CUST-000405,sylvia43@example.net,Sylvia,Gibson,Andrewsview,HI,2024-12-16,Premium
CUST-000406,hansenwesley@example.com,Stacey,Pratt,Nancyshire,KS,2025-07-14,Standard
CUST-000407,xhart@example.org,Katherine,Ali,Maldonadoshire,VI,2024-03-13,Basic
CUST-000408,scottpatrick@example.org,Erica,Hall,Robertstad,NC,2025-03-20,Basic
CUST-000409,john16@example.net,Kaitlyn,Peterson,South Lee,IL,2025-12-07,Standard
CUST-000410,ian37@example.net,James,Moss,Jamieborough,MP,2024-08-23,Basic
CUST-000411,eric11@example.org,Emma,Alvarado,Port Mercedeston,PR,2025-02-09,Basic
CUST-000412,travis94@example.com,Ian,Duran,Raymondshire,DC,2024-04-02,Basic
CUST-000413,imendoza@example.org,Wayne,Long,South Tiffany,UT,2025-03-07,Premium
CUST-000414,hannah03@example.com,Bianca,Nguyen,Jacobview,IA,2024-09-06,Basic
CUST-000415,michael76@example.org,Robert,Goodwin,Melissaview,NV,2024-07-03,Basic
CUST-000416,tiffanyparks@example.org,Jennifer,Brock,Chaseborough,FL,2025-09-29,Standard
CUST-000417,thomassmith@example.com,Victor,Cowan,Kristenport,KS,2025-04-08,Basic
CUST-000418,rosshannah@example.org,Jason,King,South Julieview,MN,2024-11-12,Premium
CUST-000419,maurice61@example.com,Michelle,Mccarty,New Barbara,SD,2025-03-22,Premium
CUST-000420,michael87@example.net,Sergio,Miller,Stevenberg,VI,2024-06-24,Standard
CUST-000421,robert99@example.com,Melinda,Jones,West Jeremy,MD,2025-06-14,Premium
CUST-000422,catherine64@example.com,Kimberly,Mcmillan,Gutierrezburgh,PR,2024-03-10,Premium
CUST-000423,ebonyshepard@example.net,Kara,Clark,Garcialand,FM,2025-02-02,Basic
CUST-000424,johnsonrandy@example.org,Dalton,Montgomery,Lake Sarahfurt,ME,2024-08-08,Basic
CUST-000425,scott22@example.net,Mary,Johnson,Michellemouth,VI,2025-02-05,Premium
CUST-000426,amy28@example.org,Brittany,Bryant,Millsside,ME,2025-12-18,Standard
CUST-000427,zfernandez@example.org,Scott,Diaz,Erictown,AL,2025-03-11,Standard
CUST-000428,mauriceharrison@example.org,Gwendolyn,Vasquez,Evanschester,AS,2024-09-24,Basic
CUST-000429,laurakelley@example.org,Robert,Castro,Wrightfurt,MP,2024-11-25,Premium
CUST-000430,christian38@example.net,Lindsey,Cohen,Deborahside,AS,2024-09-06,Basic
CUST-000431,melissawhite@example.com,Daniel,Gibson,Nelsonfort,ID,2024-10-14,Standard
CUST-000432,brandonnichols@example.org,Teresa,Campbell,Lake Samuel,AL,2024-08-11,Premium
CUST-000433,alexisrobinson@example.com,Larry,Lloyd,Steventon,MA,2024-04-21,Basic
CUST-000434,brianrowe@example.org,Amy,White,Lisatown,DE,2026-02-04,Basic
CUST-000435,paulproctor@example.org,Joan,Johnson,Mossville,NC,2025-06-23,Standard
CUST-000436,thomasmaldonado@example.com,Sharon,Moore,Lake Sharonhaven,DE,2024-08-26,Basic
CUST-000437,james03@example.org,Joel,Hamilton,East Laurashire,DE,2024-12-08,Standard
CUST-000438,albertwilliams@example.net,Thomas,Carlson,Kellibury,GA,2025-02-22,Standard
CUST-000439,sarah00@example.com,Deanna,Miles,East Tonymouth,OH,2025-09-21,Premium
CUST-000440,linda73@example.org,Hannah,Howard,West Rachel,NM,2025-07-23,Premium
CUST-000441,amy73@example.net,Jacob,Bailey,Hillside,GA,2024-04-13,Basic
CUST-000442,shannonweiss@example.net,Michael,Smith,Grosstown,RI,2025-11-10,Standard
CUST-000443,malikbrown@example.net,Lori,Lee,Cannonberg,RI,2024-09-16,Standard
CUST-000444,hdavidson@example.org,Alexandra,Jones,East Morgan,ID,2024-05-11,Premium
CUST-000445,coreyduncan@example.com,Diane,Fox,Brandonbury,PA,2025-07-31,Premium
CUST-000446,conradjason@example.com,Sarah,Collier,Owenton,MN,2025-04-05,Standard
CUST-000447,yshort@example.net,Brian,Jensen,Lake Chadport,CA,2026-01-13,Premium
CUST-000448,garciajerry@example.com,Jake,Fox,New Colleen,HI,2025-04-06,Basic
CUST-000449,xreese@example.net,Barbara,Craig,Andradeburgh,WY,2024-07-03,Standard
CUST-000450,qwagner@example.org,Amanda,Greene,Rachelside,MD,2025-11-01,Premium
CUST-000451,bduran@example.net,Marcus,Allen,South Katie,WA,2024-08-26,Basic
CUST-000452,zwest@example.org,Jessica,Bird,New Derekport,AL,2024-09-29,Standard
CUST-000453,jasonedwards@example.net,Lynn,Ellison,North Benjamin,MI,2024-06-16,Basic
CUST-000454,michael93@example.org,Jonathan,Evans,Carrollborough,VA,2024-04-19,Basic
CUST-000455,laura27@example.net,Jacqueline,Weiss,New Dawnton,VA,2025-10-05,Standard
CUST-000456,dmiller@example.com,Michael,Montoya,Conradville,VI,2025-09-08,Basic
CUST-000457,walterscrystal@example.org,Kevin,Williams,West Wayne,IN,2024-06-13,Premium
CUST-000458,wmaddox@example.net,Barbara,Davis,Robertsfurt,FL,2024-05-29,Premium
CUST-000459,alvarezjulie@example.net,Raymond,Miller,Ayalaberg,WV,2024-05-31,Premium
CUST-000460,tonypearson@example.org,Ann,Shea,East Charles,WI,2025-01-02,Basic
CUST-000461,rodriguezrobert@example.com,Michael,Flores,Port Kevinstad,RI,2025-10-15,Premium
CUST-000462,chanson@example.org,Sandra,Hall,Ericland,DE,2025-08-16,Basic
CUST-000463,stacymcintosh@example.com,Alexander,Benson,West Shannontown,MA,2024-07-24,Premium
CUST-000464,jamesmills@example.com,Ana,Dean,Lake Holly,AK,2024-11-24,Standard
CUST-000465,scottbrian@example.org,Kristina,Williamson,South Dianatown,CA,2024-12-03,Basic
CUST-000466,elizabeth51@example.org,Kelly,Ware,Hallfurt,NY,2026-02-05,Basic
CUST-000467,mckeetodd@example.net,Amanda,Lopez,Castrotown,AZ,2024-08-21,Premium
CUST-000468,matthew62@example.org,Michael,Bell,Joelhaven,KY,2025-10-08,Standard
CUST-000469,natasha08@example.com,Jeremiah,Peterson,Sandovalland,VA,2024-11-28,Premium
CUST-000470,robertberry@example.com,Tara,Browning,Shaneberg,IL,2025-06-13,Premium
CUST-000471,michelleparker@example.net,Rachel,Browning,Forbesberg,SD,2026-01-05,Standard
CUST-000472,lonniegrant@example.net,David,Stewart,Lake Anthony,MD,2025-11-27,Standard
CUST-000473,tali@example.com,Julie,Underwood,Edwinborough,CT,2024-05-29,Premium
CUST-000474,farmercheryl@example.com,Catherine,Salazar,East Grace,MI,2024-04-21,Standard
CUST-000475,manderson@example.com,Jennifer,Brooks,Henryberg,GA,2024-07-13,Premium
CUST-000476,ortiztanya@example.com,Stephanie,Walker,Port James,HI,2025-12-31,Basic
CUST-000477,fcamacho@example.net,Mark,Ellis,South Richard,AZ,2025-05-12,Premium
CUST-000478,zcortez@example.net,Sheila,Armstrong,New Danielmouth,GU,2025-11-25,Basic
CUST-000479,aprilfoster@example.net,Benjamin,Hughes,East Kellyfurt,FM,2024-10-02,Premium
CUST-000480,steven64@example.net,Samantha,Vaughn,South Maria,NV,2024-04-29,Standard
CUST-000481,whitebrenda@example.net,Amy,Long,Shannonburgh,NH,2025-04-29,Basic
CUST-000482,nicoledavis@example.com,Heather,Meadows,Lake Jessica,CO,2024-05-16,Standard
CUST-000483,fwalters@example.net,Jasmine,Acosta,South Andrea,AZ,2025-09-06,Basic
CUST-000484,ariana22@example.org,Harold,Joseph,Parkermouth,LA,2025-05-25,Basic
CUST-000485,roachsusan@example.org,Cindy,King,Jimenezfort,ND,2025-10-05,Premium
CUST-000486,lyoung@example.net,Thomas,Ortiz,New Carolbury,FM,2025-03-29,Premium
CUST-000487,brandonhernandez@example.net,Michael,Thomas,Lake Belindaport,MA,2025-12-26,Premium
CUST-000488,rodriguezvictoria@example.org,Emily,Carr,South Kara,MN,2026-01-03,Premium
CUST-000489,mackmarcus@example.com,Lori,Chang,West Thomasville,UT,2025-11-12,Standard
CUST-000490,alison83@example.net,Jason,Brown,South Jenniferport,NE,2025-05-13,Premium
CUST-000491,jordan99@example.com,Sara,Mendez,Stonefort,NM,2025-10-05,Premium
CUST-000492,jeanettekrause@example.org,David,Marshall,Lake Melaniechester,MT,2024-03-27,Basic
CUST-000493,ann30@example.net,James,Campbell,West Kevinside,MD,2025-09-05,Standard
CUST-000494,jenningsmatthew@example.net,Ashley,Choi,East Mark,MA,2025-12-28,Standard
CUST-000495,zhendricks@example.org,Debbie,Olson,Mcclainside,MH,2024-10-24,Basic
CUST-000496,dreilly@example.net,Kevin,Hardy,Angelatown,IL,2025-04-20,Basic
CUST-000497,lauren51@example.org,Juan,Johnson,Simsburgh,OK,2025-05-10,Premium
CUST-000498,brookehancock@example.com,Janet,Edwards,West Robertfort,FM,2024-08-14,Standard
CUST-000499,tgallegos@example.org,Alicia,Thompson,Kristenborough,PW,2024-04-30,Premium
CUST-000500,lloydrebecca@example.org,James,Mclean,Kimberlyberg,WI,2025-11-21,Basic
CUST-000501,jamiejohnson@example.com,Jennifer,Boyd,West Sarahland,MA,2025-01-29,Premium
CUST-000502,garciakatie@example.net,Larry,Lane,Danielleborough,MD,2024-07-18,Standard
CUST-000503,joshua57@example.net,David,Hernandez,Dannyside,NY,2024-05-07,Premium
CUST-000504,andrea42@example.net,Linda,Andrews,North Larry,MH,2024-10-27,Standard
CUST-000505,bwilliams@example.com,Rebecca,Williams,Brownchester,MO,2024-07-02,Premium
CUST-000506,tjensen@example.com,Lisa,Marquez,Port Kathyshire,DC,2024-04-30,Premium
CUST-000507,tdavis@example.net,Deanna,Miranda,Hallbury,FL,2025-11-13,Standard
CUST-000508,roberta62@example.net,Samantha,Rivera,Shawntown,CA,2025-02-04,Standard
CUST-000509,timothy24@example.com,Cassandra,Anderson,South Lisaville,MD,2025-04-04,Standard
CUST-000510,sparksamanda@example.com,Brittany,Allen,New Erik,NJ,2024-11-29,Premium
CUST-000511,jared96@example.com,Ashley,Peterson,East Elaine,CA,2025-08-16,Premium
CUST-000512,mwilson@example.com,Mark,Davis,Thompsonfurt,CA,2025-05-05,Premium
CUST-000513,pmurphy@example.net,Bryan,Robinson,New Rebecca,SC,2025-10-06,Basic
CUST-000514,donnachavez@example.com,Peter,Lane,East Erin,MD,2024-09-29,Premium
CUST-000515,samantha65@example.org,Brandi,Carr,Abbottport,AR,2024-11-18,Standard
CUST-000516,smithann@example.com,Daniel,Campbell,East Ryanshire,MO,2025-05-25,Standard
CUST-000517,bsullivan@example.net,Jason,Thompson,East Angela,MP,2025-12-29,Standard
CUST-000518,qmoore@example.org,Dennis,Jones,East Jenniferfort,TN,2025-01-07,Premium
CUST-000519,christophermay@example.com,Michelle,English,Hansonmouth,NY,2024-12-29,Standard
CUST-000520,ocruz@example.org,Roger,Smith,Bradfordbury,VT,2025-02-23,Standard
CUST-000521,khouse@example.com,Arthur,Johnson,Bushville,OR,2025-02-09,Basic
CUST-000522,thomasjessica@example.com,Steven,Miller,East Thomasland,TX,2025-05-31,Basic
CUST-000523,chloe58@example.org,Taylor,Hunt,Berrymouth,MT,2024-11-06,Standard
CUST-000524,keith09@example.net,Kevin,Glover,Bryanfort,OR,2024-06-25,Basic
CUST-000525,douglaskelly@example.net,Claudia,Mitchell,East Williamview,KS,2024-05-29,Basic
CUST-000526,joshua40@example.net,Daniel,Thompson,Lake Sean,AS,2024-06-30,Standard
CUST-000527,toddlloyd@example.org,Matthew,Miller,New Sarah,FL,2025-10-27,Premium
CUST-000528,ptownsend@example.net,Scott,Walsh,New Jessica,MI,2024-04-02,Premium
CUST-000529,karla10@example.org,Steven,Alvarez,Reeseside,IN,2024-11-26,Standard
CUST-000530,jwells@example.net,Monica,Smith,Reyesmouth,NC,2025-07-06,Premium
CUST-000531,davisamanda@example.com,Stephanie,Reynolds,Matthewview,AS,2024-05-04,Basic
CUST-000532,rmurray@example.net,John,Powers,New Matthew,UT,2026-02-18,Standard
CUST-000533,amy01@example.org,Robert,Fox,Bellport,KS,2024-07-13,Premium
CUST-000534,harveybrian@example.net,Diane,Houston,Lake Susanland,PR,2025-05-10,Premium
CUST-000535,pdouglas@example.net,Linda,Lopez,Lake Jackport,NH,2025-06-19,Basic
CUST-000536,fowlersandra@example.com,Kayla,Schwartz,Jonathanland,KY,2025-09-13,Standard
CUST-000537,dprice@example.com,Stephanie,Baker,Jonesborough,RI,2024-12-06,Standard
CUST-000538,irodriguez@example.com,Jeffery,Schneider,Baldwinville,AZ,2024-04-16,Basic
CUST-000539,kimberly07@example.org,Denise,Smith,Lake Peterberg,UT,2024-10-21,Standard
CUST-000540,gandrews@example.net,Shelby,Henry,Powellland,ND,2024-08-06,Standard
CUST-000541,xfinley@example.com,David,Nichols,Mathewport,MO,2024-04-03,Basic
CUST-000542,diazmelissa@example.com,Christopher,Stevens,Deborahburgh,OH,2024-03-22,Basic
CUST-000543,tguerrero@example.net,Peter,Rodriguez,Tommouth,WA,2024-07-10,Premium
CUST-000544,leejennifer@example.net,John,Price,Victormouth,AK,2024-03-21,Standard
CUST-000545,morganjennifer@example.com,David,Roman,Bentleyside,FL,2025-08-17,Basic
CUST-000546,sandyjohnson@example.org,Tracy,Smith,East Jacquelineberg,AL,2024-06-27,Premium
CUST-000547,conwaylori@example.org,Stephen,Jackson,Port Lisaville,NM,2025-05-02,Standard
CUST-000548,bryanharris@example.com,Lisa,Hendrix,Nguyenshire,ND,2024-06-02,Premium
CUST-000549,kathrynwatkins@example.com,Bryan,Hill,Jacksonstad,OH,2024-06-22,Basic
CUST-000550,sarawilliams@example.org,Kylie,Chen,Stricklandtown,FM,2025-02-12,Standard
CUST-000551,smithsara@example.net,Denise,Eaton,Steelefort,UT,2024-05-25,Premium
CUST-000552,daniellemills@example.com,John,Thompson,New Hectorfort,RI,2026-01-17,Basic
CUST-000553,michael08@example.org,James,Downs,New Michaelside,NY,2024-08-01,Basic
CUST-000554,joshualee@example.org,Gina,Schmitt,Jimenezburgh,TN,2025-12-28,Basic
CUST-000555,newmanjustin@example.com,John,Jensen,Williamston,ND,2024-06-30,Basic
CUST-000556,washingtondarren@example.org,Jennifer,Watkins,Robertmouth,IN,2025-09-14,Basic
CUST-000557,jeremy36@example.org,Nicholas,Walker,Richardston,FM,2025-01-06,Basic
CUST-000558,sarahgibson@example.com,Nathaniel,Ellis,Lake Michael,KY,2024-07-19,Basic
CUST-000559,antoniocarroll@example.com,Derek,York,Barnesmouth,IN,2025-12-01,Premium
CUST-000560,kristinelittle@example.net,Rebecca,Lane,North Robert,NC,2025-02-14,Standard
CUST-000561,brittanyhood@example.com,Alexis,Patterson,East Mark,OR,2024-08-03,Standard
CUST-000562,robinvillanueva@example.com,Tina,Williams,Quinnhaven,AZ,2024-12-30,Premium
CUST-000563,zmendoza@example.net,Lori,Chavez,North Angela,AL,2025-07-13,Basic
CUST-000564,idodson@example.com,Kenneth,Holland,North Timothyport,GA,2025-07-21,Standard
CUST-000565,braysteven@example.org,Morgan,Sullivan,Courtneytown,VI,2025-05-26,Basic
CUST-000566,vbarry@example.net,Antonio,Simmons,Helenside,OK,2025-09-25,Standard
CUST-000567,olivermatthew@example.org,Zachary,Kent,Pamelaville,MS,2024-11-16,Basic
CUST-000568,diazgregory@example.net,Janet,Castro,East Tina,IA,2025-03-23,Premium
CUST-000569,wmclaughlin@example.net,Monica,Warner,West Michael,KY,2025-02-25,Basic
CUST-000570,eramirez@example.com,Michael,Tucker,South Jenniferside,MH,2024-09-23,Standard
CUST-000571,lauren13@example.com,Christopher,Myers,West Susan,CA,2024-05-12,Basic
CUST-000572,daniel27@example.org,Nancy,Meyer,West Robertside,DC,2025-02-03,Standard
CUST-000573,pwallace@example.org,Kelly,Brown,Port Stacey,SD,2024-10-25,Basic
CUST-000574,diana57@example.net,Elizabeth,Moreno,Ellisshire,DC,2025-12-10,Standard
CUST-000575,george43@example.com,Nathan,Roberts,East Michaelmouth,GA,2025-05-20,Standard
CUST-000576,jennifermitchell@example.org,Mary,Schwartz,East John,AZ,2026-02-18,Standard
CUST-000577,scottwood@example.org,Anna,Johnson,Tiffanyberg,MN,2025-01-15,Basic
CUST-000578,amandamartinez@example.org,Richard,Porter,South Sarah,FL,2024-02-26,Standard
CUST-000579,deborah47@example.com,Tara,Webster,Port Annette,PW,2025-12-28,Basic
CUST-000580,hannah70@example.org,Erica,Wilson,South Christinabury,NV,2024-11-10,Premium
CUST-000581,brian39@example.net,Jeffrey,Walls,Jamesland,ND,2025-11-04,Premium
CUST-000582,daughertypreston@example.com,Louis,Jacobs,Lake Michaelberg,VT,2025-11-08,Standard
CUST-000583,paul04@example.com,Michael,Madden,East Jessicamouth,WA,2026-02-17,Basic
CUST-000584,zroberts@example.net,Tara,Coleman,Taylorshire,PA,2024-04-25,Standard
CUST-000585,kevinmcneil@example.net,Valerie,Jones,Davischester,SC,2025-12-22,Basic
CUST-000586,dthompson@example.net,Ashley,Melendez,East Marisa,LA,2025-04-02,Basic
CUST-000587,carsonkevin@example.net,Kevin,Hansen,Walkertown,FL,2024-09-02,Premium
CUST-000588,qmartinez@example.com,Robert,Vasquez,North David,KY,2025-02-17,Basic
CUST-000589,georgemichael@example.com,Ariana,Oneill,Mccannville,MN,2025-03-03,Basic
CUST-000590,brucefrancisco@example.org,Dustin,Murray,West Frank,KY,2024-11-13,Standard
CUST-000591,brandon48@example.net,Sharon,Palmer,Port Cody,WV,2024-06-24,Standard
CUST-000592,monique44@example.net,Helen,Cox,Madelinetown,DC,2025-03-07,Basic
CUST-000593,kimberly65@example.org,Curtis,Moore,Port Jacob,MH,2025-04-06,Premium
CUST-000594,butlersabrina@example.org,Lori,Mclean,Baileystad,DC,2025-10-12,Standard
CUST-000595,gerald40@example.net,Lisa,Walker,Lake Jeremy,DC,2024-07-25,Standard
